model_id,model_type,scaling,features,n_features,silhouette_score,log_likelihood,window_size,step_size,n_mixtures,n_factors
GMMHMM_robust_Returns+Range+pct_Range+fg+pct_fg_225,GMMHMM,robust,Returns+Range+pct_Range+fg+pct_fg,5,0.10172926451296939,-11915.82892866735,,,3.0,
StandardHMM_robust_Returns+Range+pct_Range+fg+pct_fg_225,StandardHMM,robust,Returns+Range+pct_Range+fg+pct_fg,5,0.10172926451296939,-11915.828928667255,,,,
HierarchicalHMM_5factors_robust_Returns+Range+fg+pct_fg+RSI+pct_RSI_624,HierarchicalHMM,robust,Returns+Range+fg+pct_fg+RSI+pct_RSI,6,0.10169206849677564,-11090.433111568023,,,,5.0
StandardHMM_robust_Returns+Range+pct_fg_157,StandardHMM,robust,Returns+Range+pct_fg,3,0.10122671429110984,-7809.85993198598,,,,
GMMHMM_robust_Returns+Range+pct_fg_157,GMMHMM,robust,Returns+Range+pct_fg,3,0.10122671429110984,-7809.859931986201,,,3.0,
HierarchicalHMM_2factors_none_Returns+pct_Range+pct_fg+RSI_131,HierarchicalHMM,none,Returns+pct_Range+pct_fg+RSI,4,0.10065805454834385,-4608.633918147587,,,,2.0
GMMHMM_robust_pct_fg+RSI+pct_RSI_189,GMMHMM,robust,pct_fg+RSI+pct_RSI,3,0.10051759682482148,-7315.835536167365,,,3.0,
StandardHMM_robust_pct_fg+RSI+pct_RSI_189,StandardHMM,robust,pct_fg+RSI+pct_RSI,3,0.10051759682482148,-7315.835536167365,,,,
HierarchicalHMM_2factors_robust_Returns+fg+RSI+pct_RSI_466,HierarchicalHMM,robust,Returns+fg+RSI+pct_RSI,4,0.10024561261048952,-4325.9431011107,,,,2.0
HierarchicalHMM_2factors_robust_Returns+pct_fg+RSI+pct_RSI_469,HierarchicalHMM,robust,Returns+pct_fg+RSI+pct_RSI,4,0.10021305581599438,-4597.008063695205,,,,2.0
GMMHMM_robust_Range+fg+pct_fg+RSI_216,GMMHMM,robust,Range+fg+pct_fg+RSI,4,0.099950739604065,-8334.824253252465,,,3.0,
StandardHMM_robust_Range+fg+pct_fg+RSI_216,StandardHMM,robust,Range+fg+pct_fg+RSI,4,0.099950739604065,-8334.824253252465,,,,
StandardHMM_robust_Returns+pct_Range+fg+pct_fg+RSI+pct_RSI_251,StandardHMM,robust,Returns+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.0998458508582263,-12107.054486878827,,,,
GMMHMM_robust_Returns+pct_Range+fg+pct_fg+RSI+pct_RSI_251,GMMHMM,robust,Returns+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.0998458508582263,-12107.054486878827,,,3.0,
StandardHMM_robust_Returns+pct_Range+RSI+pct_RSI_205,StandardHMM,robust,Returns+pct_Range+RSI+pct_RSI,4,0.09957627892996128,-7528.607232201391,,,,
GMMHMM_robust_Returns+pct_Range+RSI+pct_RSI_205,GMMHMM,robust,Returns+pct_Range+RSI+pct_RSI,4,0.09957627892996128,-7528.607232201391,,,3.0,
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_606,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,0.09928776882021306,-3958.8022798398097,,,,2.0
StandardHMM_robust_Returns+Range+pct_Range+fg+RSI_226,StandardHMM,robust,Returns+Range+pct_Range+fg+RSI,5,0.09884555011932407,-10292.533237126358,,,,
GMMHMM_robust_Returns+Range+pct_Range+fg+RSI_226,GMMHMM,robust,Returns+Range+pct_Range+fg+RSI,5,0.09884555011932407,-10292.533237126476,,,3.0,
HierarchicalHMM_2factors_none_Range+pct_fg+pct_RSI_68,HierarchicalHMM,none,Range+pct_fg+pct_RSI,3,0.09874132262390344,-4501.328590968664,,,,2.0
GMMHMM_robust_Returns+pct_Range+fg+pct_RSI_202,GMMHMM,robust,Returns+pct_Range+fg+pct_RSI,4,0.09863012377898205,-7533.767781365738,,,3.0,
StandardHMM_robust_Returns+pct_Range+fg+pct_RSI_202,StandardHMM,robust,Returns+pct_Range+fg+pct_RSI,4,0.09863012377898205,-7533.767781365567,,,,
HierarchicalHMM_2factors_none_Returns+pct_Range+RSI+pct_RSI_137,HierarchicalHMM,none,Returns+pct_Range+RSI+pct_RSI,4,0.09703115842512718,-4197.796583703321,,,,2.0
StandardHMM_none_Returns+Range+pct_Range+fg_63,StandardHMM,none,Returns+Range+pct_Range+fg,4,0.09623612250840224,-1737.906987803156,,,,
HierarchicalHMM_3factors_robust_Returns+Range+pct_fg+RSI_434,HierarchicalHMM,robust,Returns+Range+pct_fg+RSI,4,0.09536497214873023,-6624.246455831602,,,,3.0
StandardHMM_robust_Returns+pct_Range+fg+pct_fg+pct_RSI_236,StandardHMM,robust,Returns+pct_Range+fg+pct_fg+pct_RSI,5,0.09448778446911768,-10806.82536146726,,,,
GMMHMM_robust_Returns+pct_Range+fg+pct_fg+pct_RSI_236,GMMHMM,robust,Returns+pct_Range+fg+pct_fg+pct_RSI,5,0.09448778446911768,-10806.82536146726,,,3.0,
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_616,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,0.09433255463733786,-3944.444042755562,,,,2.0
HierarchicalHMM_4factors_robust_Returns+pct_Range+fg+pct_fg+pct_RSI_563,HierarchicalHMM,robust,Returns+pct_Range+fg+pct_fg+pct_RSI,5,0.09391941447083997,-8881.248493791823,,,,4.0
RollingHMM_none_pct_Range+pct_RSI_21,RollingHMM,none,pct_Range+pct_RSI,2,0.09366709482125768,-1677.6358791495074,730.0,21.0,,
RollingHMM_none_Returns+pct_Range_8,RollingHMM,none,Returns+pct_Range,2,0.0932075120991155,-1773.2159617484544,730.0,21.0,,
HierarchicalHMM_2factors_robust_Returns+pct_fg+RSI_366,HierarchicalHMM,robust,Returns+pct_fg+RSI,3,0.09315530465742285,-4585.623273674105,,,,2.0
HierarchicalHMM_3factors_robust_Returns+Range+pct_fg+pct_RSI_437,HierarchicalHMM,robust,Returns+Range+pct_fg+pct_RSI,4,0.09291770894287994,-6071.714432829584,,,,3.0
HierarchicalHMM_2factors_none_Returns+Range+pct_fg+pct_RSI_116,HierarchicalHMM,none,Returns+Range+pct_fg+pct_RSI,4,0.09281813160464852,-4574.5482223154795,,,,2.0
StandardHMM_robust_fg+pct_fg_149,StandardHMM,robust,fg+pct_fg,2,0.09253216554556502,-3746.4049716457102,,,,
GMMHMM_robust_fg+pct_fg_149,GMMHMM,robust,fg+pct_fg,2,0.09253216554556502,-3746.404971645905,,,3.0,
HierarchicalHMM_1factors_robust_Returns+pct_Range+RSI_355,HierarchicalHMM,robust,Returns+pct_Range+RSI,3,0.0923206948890619,-2613.314388315332,,,,1.0
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+fg+pct_fg+RSI_601,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI,6,0.09177480670826539,-4269.12291954558,,,,2.0
HierarchicalHMM_4factors_robust_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_638,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,0.09168881775126736,-8693.956530810003,,,,4.0
HierarchicalHMM_4factors_robust_Range+pct_Range+fg+pct_fg+RSI+pct_RSI_633,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg+RSI+pct_RSI,6,0.091280768474453,-9321.102712389737,,,,4.0
HierarchicalHMM_2factors_robust_Returns+fg+pct_fg+RSI_460,HierarchicalHMM,robust,Returns+fg+pct_fg+RSI,4,0.0910806768118781,-4006.03480915936,,,,2.0
GMMHMM_robust_Range+pct_Range+pct_fg+RSI+pct_RSI_243,GMMHMM,robust,Range+pct_Range+pct_fg+RSI+pct_RSI,5,0.08997930608606322,-12280.638013807162,,,3.0,
StandardHMM_robust_Range+pct_Range+pct_fg+RSI+pct_RSI_243,StandardHMM,robust,Range+pct_Range+pct_fg+RSI+pct_RSI,5,0.08997930608606322,-12280.638013807205,,,,
HierarchicalHMM_1factors_robust_Range+fg+RSI+pct_RSI_495,HierarchicalHMM,robust,Range+fg+RSI+pct_RSI,4,0.08988043648795097,-2051.6920857193763,,,,1.0
HierarchicalHMM_3factors_robust_Range+pct_Range+fg+pct_fg+pct_RSI_582,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg+pct_RSI,5,0.08896613066062872,-6402.192781206006,,,,3.0
HierarchicalHMM_3factors_robust_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_617,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,0.08807022577866591,-6234.262198458686,,,,3.0
HierarchicalHMM_5factors_robust_Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI_639,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI+pct_RSI,7,0.08722362210001201,-11819.022979406725,,,,5.0
HierarchicalHMM_3factors_robust_Returns+Range+pct_Range+fg+pct_fg+RSI_602,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg+RSI,6,0.0869437142965666,-6411.219963616955,,,,3.0
HierarchicalHMM_2factors_robust_Returns+pct_Range+fg+RSI_445,HierarchicalHMM,robust,Returns+pct_Range+fg+RSI,4,0.08493681221771425,-4236.286208900254,,,,2.0
HierarchicalHMM_1factors_robust_fg+pct_fg+RSI_403,HierarchicalHMM,robust,fg+pct_fg+RSI,3,0.08470898900504872,-1863.3489861616724,,,,1.0
StandardHMM_robust_Range+pct_fg+pct_RSI_178,StandardHMM,robust,Range+pct_fg+pct_RSI,3,0.08428950692296948,-8028.984750648689,,,,
GMMHMM_robust_Range+pct_fg+pct_RSI_178,GMMHMM,robust,Range+pct_fg+pct_RSI,3,0.08428950692296948,-8028.984750648689,,,3.0,
HierarchicalHMM_2factors_robust_Range+fg+RSI+pct_RSI_496,HierarchicalHMM,robust,Range+fg+RSI+pct_RSI,4,0.08385844622943851,-4723.661881619106,,,,2.0
RollingHMM_robust_pct_Range+pct_RSI_148,RollingHMM,robust,pct_Range+pct_RSI,2,0.08307068289038073,-1677.6358791495077,730.0,21.0,,
HierarchicalHMM_2factors_robust_Returns+fg+pct_fg_360,HierarchicalHMM,robust,Returns+fg+pct_fg,3,0.08192137422403042,-4576.974727558323,,,,2.0
HierarchicalHMM_3factors_robust_pct_Range+fg+pct_fg+pct_RSI_506,HierarchicalHMM,robust,pct_Range+fg+pct_fg+pct_RSI,4,0.08187053823286412,-6588.047042165636,,,,3.0
StandardHMM_none_Returns+Range+pct_Range+fg+RSI_99,StandardHMM,none,Returns+Range+pct_Range+fg+RSI,5,0.08081169669023468,-9124.746396090199,,,,
HierarchicalHMM_2factors_robust_Returns+pct_Range+fg+pct_fg_442,HierarchicalHMM,robust,Returns+pct_Range+fg+pct_fg,4,0.08067483527227542,-4493.913871664187,,,,2.0
HierarchicalHMM_1factors_robust_Range+pct_Range+RSI_375,HierarchicalHMM,robust,Range+pct_Range+RSI,3,0.08046906600878795,-2169.7060379942577,,,,1.0
RollingHMM_none_Range+fg+pct_fg_47,RollingHMM,none,Range+fg+pct_fg,3,0.07955302716486012,-2401.823220545584,730.0,21.0,,
HierarchicalHMM_1factors_robust_Returns+Range+pct_fg+RSI_432,HierarchicalHMM,robust,Returns+Range+pct_fg+RSI,4,0.07919218671867265,-2507.166409101438,,,,1.0
HierarchicalHMM_2factors_robust_Range+pct_Range+fg+pct_fg+RSI_577,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg+RSI,5,0.0790188017912878,-3972.8477998368494,,,,2.0
HierarchicalHMM_1factors_none_Range+RSI_9,HierarchicalHMM,none,Range+RSI,2,0.0787671975235755,-1942.6622662172504,,,,1.0
GMMHMM_none_Range+pct_RSI_17,GMMHMM,none,Range+pct_RSI,2,0.07854605491658896,-4698.629476168484,,,3.0,
GMMHMM_none_pct_fg+pct_RSI_26,GMMHMM,none,pct_fg+pct_RSI,2,0.07852200541211327,-5894.8024544319405,,,3.0,
HierarchicalHMM_4factors_robust_Range+pct_Range+fg+pct_fg+pct_RSI_583,HierarchicalHMM,robust,Range+pct_Range+fg+pct_fg+pct_RSI,5,0.07848901902628741,-8827.960540198816,,,,4.0
HierarchicalHMM_2factors_robust_Range+pct_Range+pct_fg+RSI_481,HierarchicalHMM,robust,Range+pct_Range+pct_fg+RSI,4,0.07848759489564225,-4197.007963055951,,,,2.0
HierarchicalHMM_2factors_none_Range+pct_fg+RSI_66,HierarchicalHMM,none,Range+pct_fg+RSI,3,0.0776144124200168,-4119.968571402732,,,,2.0
StandardHMM_robust_Returns+pct_RSI_139,StandardHMM,robust,Returns+pct_RSI,2,0.07753135520920255,-3390.0416623544797,,,,
GMMHMM_robust_Returns+pct_RSI_139,GMMHMM,robust,Returns+pct_RSI,2,0.07753135520920255,-3390.041662354473,,,3.0,
HierarchicalHMM_2factors_robust_Returns+Range+pct_fg+pct_RSI_436,HierarchicalHMM,robust,Returns+Range+pct_fg+pct_RSI,4,0.076983030566776,-4574.5482223154795,,,,2.0
HierarchicalHMM_4factors_robust_Returns+Range+fg+pct_fg+pct_RSI_547,HierarchicalHMM,robust,Returns+Range+fg+pct_fg+pct_RSI,5,0.07695368620407864,-8350.622412997916,,,,4.0
HierarchicalHMM_1factors_robust_Returns+Range+fg+pct_fg+pct_RSI_544,HierarchicalHMM,robust,Returns+Range+fg+pct_fg+pct_RSI,5,0.0766437252701003,-1891.4811459476873,,,,1.0
HierarchicalHMM_3factors_robust_Returns+pct_fg+RSI+pct_RSI_470,HierarchicalHMM,robust,Returns+pct_fg+RSI+pct_RSI,4,0.07642542184645928,-6667.203226108488,,,,3.0
HierarchicalHMM_4factors_robust_Returns+Range+pct_Range+fg+pct_fg_519,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg,5,0.07564991641653059,-8739.399294102725,,,,4.0
HierarchicalHMM_1factors_none_Range+pct_Range+fg+RSI_154,HierarchicalHMM,none,Range+pct_Range+fg+RSI,4,0.07483084504805058,-2193.7506943615895,,,,1.0
HierarchicalHMM_1factors_none_Range+pct_Range+fg+RSI+pct_RSI_264,HierarchicalHMM,none,Range+pct_Range+fg+RSI+pct_RSI,5,0.07426186567451369,-2192.4254073377097,,,,1.0
HierarchicalHMM_4factors_robust_Returns+Range+pct_fg+RSI+pct_RSI_555,HierarchicalHMM,robust,Returns+Range+pct_fg+RSI+pct_RSI,5,0.07395202447532197,-8535.656008230188,,,,4.0
StandardHMM_robust_Returns+Range+pct_fg+RSI_197,StandardHMM,robust,Returns+Range+pct_fg+RSI,4,0.07319202436206546,-9867.58337830991,,,,
GMMHMM_robust_Returns+Range+pct_fg+RSI_197,GMMHMM,robust,Returns+Range+pct_fg+RSI,4,0.07319202436206546,-9867.583378309739,,,3.0,
RollingHMM_robust_pct_Range+fg_145,RollingHMM,robust,pct_Range+fg,2,0.07293271288958438,-1312.359298959524,730.0,21.0,,
HierarchicalHMM_1factors_robust_Returns+pct_Range+pct_fg+RSI_450,HierarchicalHMM,robust,Returns+pct_Range+pct_fg+RSI,4,0.0725829378086966,-1930.6375632824784,,,,1.0
StandardHMM_robust_Returns+pct_fg+RSI+pct_RSI_209,StandardHMM,robust,Returns+pct_fg+RSI+pct_RSI,4,0.07248347898992048,-8192.933025403418,,,,
GMMHMM_robust_Returns+pct_fg+RSI+pct_RSI_209,GMMHMM,robust,Returns+pct_fg+RSI+pct_RSI,4,0.07248347898992048,-8192.933025403418,,,3.0,
HierarchicalHMM_2factors_robust_Returns+Range+fg+pct_fg+pct_RSI_545,HierarchicalHMM,robust,Returns+Range+fg+pct_fg+pct_RSI,5,0.0714169962499436,-4602.048803108597,,,,2.0
HierarchicalHMM_2factors_none_Range+fg+pct_fg+pct_RSI_173,HierarchicalHMM,none,Range+fg+pct_fg+pct_RSI,4,0.07140567817055585,-4584.172427598133,,,,2.0
HierarchicalHMM_2factors_robust_Range+pct_fg+pct_RSI_388,HierarchicalHMM,robust,Range+pct_fg+pct_RSI,3,0.07129776391623102,-4501.32859096858,,,,2.0
HierarchicalHMM_2factors_robust_Returns+Range+fg+pct_fg+RSI_541,HierarchicalHMM,robust,Returns+Range+fg+pct_fg+RSI,5,0.07128822983661781,-4006.867860859881,,,,2.0
HierarchicalHMM_2factors_none_Range+pct_Range+pct_fg_54,HierarchicalHMM,none,Range+pct_Range+pct_fg,3,0.07087368149669544,-4326.327883154436,,,,2.0
HierarchicalHMM_1factors_robust_Returns+Range+pct_Range+fg+pct_fg_516,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg,5,0.07050636867221473,-1889.0101140274226,,,,1.0
HierarchicalHMM_2factors_robust_Range+pct_fg+RSI+pct_RSI_499,HierarchicalHMM,robust,Range+pct_fg+RSI+pct_RSI,4,0.06904616354754656,-4165.315973738415,,,,2.0
HierarchicalHMM_2factors_robust_Returns+pct_Range+pct_fg+RSI_451,HierarchicalHMM,robust,Returns+pct_Range+pct_fg+RSI,4,0.06881334347782496,-4608.633918147569,,,,2.0
HierarchicalHMM_2factors_robust_Returns+Range+fg+RSI+pct_RSI_549,HierarchicalHMM,robust,Returns+Range+fg+RSI+pct_RSI,5,0.06778838240053305,-4299.432047235634,,,,2.0
HierarchicalHMM_2factors_robust_Range+fg+pct_fg+RSI+pct_RSI_593,HierarchicalHMM,robust,Range+fg+pct_fg+RSI+pct_RSI,5,0.06750833088484152,-3959.5921766047654,,,,2.0
HierarchicalHMM_2factors_robust_Range+pct_Range+pct_fg+pct_RSI_484,HierarchicalHMM,robust,Range+pct_Range+pct_fg+pct_RSI,4,0.06732923551390999,-4249.692316993977,,,,2.0
HierarchicalHMM_1factors_none_Returns+Range+pct_Range_21,HierarchicalHMM,none,Returns+Range+pct_Range,3,0.06549207426450121,-2088.5258978704073,,,,1.0
HierarchicalHMM_2factors_robust_pct_Range+fg+pct_fg+RSI+pct_RSI_597,HierarchicalHMM,robust,pct_Range+fg+pct_fg+RSI+pct_RSI,5,0.06475635098403569,-3865.396369295426,,,,2.0
StandardHMM_robust_pct_fg+pct_RSI_153,StandardHMM,robust,pct_fg+pct_RSI,2,0.0636600785422549,-5894.8024544319405,,,,
GMMHMM_robust_pct_fg+pct_RSI_153,GMMHMM,robust,pct_fg+pct_RSI,2,0.0636600785422549,-5894.8024544319405,,,3.0,
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+pct_fg_415,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_fg,4,0.06318153620919705,-4163.839041632501,,,,2.0
HierarchicalHMM_2factors_robust_Returns+fg+pct_fg+RSI+pct_RSI_573,HierarchicalHMM,robust,Returns+fg+pct_fg+RSI+pct_RSI,5,0.06264234016909925,-4316.922069658335,,,,2.0
StandardHMM_robust_Range+fg+RSI+pct_RSI_218,StandardHMM,robust,Range+fg+RSI+pct_RSI,4,0.062473957505041776,-8147.779321569582,,,,
GMMHMM_robust_Range+fg+RSI+pct_RSI_218,GMMHMM,robust,Range+fg+RSI+pct_RSI,4,0.062473957505041776,-8147.779321569582,,,3.0,
HierarchicalHMM_2factors_robust_Returns+pct_Range+fg+pct_fg+RSI_557,HierarchicalHMM,robust,Returns+pct_Range+fg+pct_fg+RSI,5,0.06230545890771351,-4006.1991823201606,,,,2.0
HierarchicalHMM_5factors_robust_Returns+Range+pct_Range+pct_fg+RSI+pct_RSI_619,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_fg+RSI+pct_RSI,6,0.061241445089066635,-10871.732409719953,,,,5.0
HierarchicalHMM_3factors_none_Range+pct_fg+RSI+pct_RSI_180,HierarchicalHMM,none,Range+pct_fg+RSI+pct_RSI,4,0.061223563905602796,-6499.169228866862,,,,3.0
HierarchicalHMM_2factors_none_Returns+Range+RSI+pct_RSI_119,HierarchicalHMM,none,Returns+Range+RSI+pct_RSI,4,0.06120059989278605,-4071.301060425983,,,,2.0
HierarchicalHMM_2factors_robust_Returns+Range+pct_Range+pct_fg+pct_RSI_533,HierarchicalHMM,robust,Returns+Range+pct_Range+pct_fg+pct_RSI,5,0.06103234956462934,-4571.327168298717,,,,2.0
RollingHMM_none_Range+pct_Range+fg+pct_fg+pct_RSI_114,RollingHMM,none,Range+pct_Range+fg+pct_fg+pct_RSI,5,0.060031338505156774,-4242.243023233344,730.0,21.0,,
HierarchicalHMM_3factors_none_Returns+pct_Range+pct_fg+RSI_132,HierarchicalHMM,none,Returns+pct_Range+pct_fg+RSI,4,0.059923703848462635,-6735.830536597528,,,,3.0
StandardHMM_robust_Returns+pct_Range+pct_fg+pct_RSI_204,StandardHMM,robust,Returns+pct_Range+pct_fg+pct_RSI,4,0.0598065358425667,-9218.102536590935,,,,
GMMHMM_robust_Returns+pct_Range+pct_fg+pct_RSI_204,GMMHMM,robust,Returns+pct_Range+pct_fg+pct_RSI,4,0.0598065358425667,-9218.10253659072,,,3.0,
RollingHMM_none_Returns+RSI_11,RollingHMM,none,Returns+RSI,2,0.059628567881241795,-1516.2084423954416,730.0,21.0,,
StandardHMM_none_Returns+Range+pct_fg+RSI+pct_RSI_107,StandardHMM,none,Returns+Range+pct_fg+RSI+pct_RSI,5,0.059577258454823395,6075.771403954791,,,,
GMMHMM_robust_Returns+Range+pct_Range+fg+pct_RSI_227,GMMHMM,robust,Returns+Range+pct_Range+fg+pct_RSI,5,0.059311810316402244,-9131.937953157078,,,3.0,
StandardHMM_robust_Returns+Range+pct_Range+fg+pct_RSI_227,StandardHMM,robust,Returns+Range+pct_Range+fg+pct_RSI,5,0.059311810316402244,-9131.937953157198,,,,
HierarchicalHMM_4factors_robust_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_608,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,0.0592190481840102,-8548.361230024502,,,,4.0
RollingHMM_none_pct_Range+fg_18,RollingHMM,none,pct_Range+fg,2,0.05916844773528669,-1312.3592989595243,730.0,21.0,,
RollingHMM_none_Returns+pct_fg_10,RollingHMM,none,Returns+pct_fg,2,0.05911984941646824,-2192.065998184151,730.0,21.0,,
StandardHMM_robust_Range+fg+pct_fg+pct_RSI_217,StandardHMM,robust,Range+fg+pct_fg+pct_RSI,4,0.05836975169277878,-9582.086018431588,,,,
GMMHMM_robust_Range+fg+pct_fg+pct_RSI_217,GMMHMM,robust,Range+fg+pct_fg+pct_RSI,4,0.05836975169277878,-9582.086018431546,,,3.0,
HierarchicalHMM_5factors_robust_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_609,HierarchicalHMM,robust,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,0.058281452554783536,-10692.458057610605,,,,5.0
HierarchicalHMM_2factors_robust_Returns+pct_Range+fg+RSI+pct_RSI_565,HierarchicalHMM,robust,Returns+pct_Range+fg+RSI+pct_RSI,5,0.0580015712125851,-4309.605454849306,,,,2.0
GMMHMM_none_pct_Range+pct_fg+pct_RSI_57,GMMHMM,none,pct_Range+pct_fg+pct_RSI,3,0.05760506821041016,-8273.008012128783,,,3.0,
HierarchicalHMM_3factors_robust_Returns+fg+pct_fg+RSI+pct_RSI_574,HierarchicalHMM,robust,Returns+fg+pct_fg+RSI+pct_RSI,5,0.05748845542937978,-6551.816896402993,,,,3.0
GMMHMM_robust_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_247,GMMHMM,robust,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,0.05738689164626032,-12819.429441493592,,,3.0,
StandardHMM_robust_Returns+Range+pct_Range+fg+pct_fg+pct_RSI_247,StandardHMM,robust,Returns+Range+pct_Range+fg+pct_fg+pct_RSI,6,0.05738689164626032,-12819.429441495244,,,,
RollingHMM_none_Range+fg+pct_fg+RSI_89,RollingHMM,none,Range+fg+pct_fg+RSI,4,0.05616450138223008,-2893.606599097636,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+Range+pct_fg+RSI_113,HierarchicalHMM,none,Returns+Range+pct_fg+RSI,4,0.056142716274107336,-4584.054795474526,,,,2.0
StandardHMM_robust_Returns+pct_Range+pct_fg+RSI+pct_RSI_238,StandardHMM,robust,Returns+pct_Range+pct_fg+RSI+pct_RSI,5,0.05533491250079085,-11015.197411796345,,,,
GMMHMM_robust_Returns+pct_Range+pct_fg+RSI+pct_RSI_238,GMMHMM,robust,Returns+pct_Range+pct_fg+RSI+pct_RSI,5,0.05533491250079085,-11015.197411796107,,,3.0,
HierarchicalHMM_3factors_robust_Returns+fg+pct_fg+RSI_461,HierarchicalHMM,robust,Returns+fg+pct_fg+RSI,4,0.055158086493104545,-6479.219193836828,,,,3.0
HierarchicalHMM_2factors_robust_Returns+Range+fg+pct_fg+RSI+pct_RSI_621,HierarchicalHMM,robust,Returns+Range+fg+pct_fg+RSI+pct_RSI,6,0.05500805932734334,-4291.87323014863,,,,2.0
GMMHMM_none_Returns+Range+pct_fg+pct_RSI_71,GMMHMM,none,Returns+Range+pct_fg+pct_RSI,4,0.054737950480365095,-8857.769658829726,,,3.0,
RollingHMM_none_Range+fg+pct_fg+pct_RSI_90,RollingHMM,none,Range+fg+pct_fg+pct_RSI,4,0.05364319692332769,-3415.856692232702,730.0,21.0,,
RollingHMM_none_pct_Range+fg+pct_fg_53,RollingHMM,none,pct_Range+fg+pct_fg,3,0.053371218669955346,-2463.2321974719434,730.0,21.0,,
HierarchicalHMM_1factors_robust_Range+RSI+pct_RSI_389,HierarchicalHMM,robust,Range+RSI+pct_RSI,3,0.052818261281588876,-2218.08236202078,,,,1.0
RollingHMM_robust_Returns+pct_fg_137,RollingHMM,robust,Returns+pct_fg,2,0.0527873196282093,-2192.0659981841527,730.0,21.0,,
HierarchicalHMM_2factors_none_Returns+Range+pct_Range+fg+pct_RSI_205,HierarchicalHMM,none,Returns+Range+pct_Range+fg+pct_RSI,5,0.052241906816258184,-4408.538176588945,,,,2.0
RollingHMM_none_Range+pct_Range+fg+pct_RSI_85,RollingHMM,none,Range+pct_Range+fg+pct_RSI,4,0.05193806477067423,-3044.47944764124,730.0,21.0,,
HierarchicalHMM_1factors_robust_Range+pct_Range+RSI+pct_RSI_486,HierarchicalHMM,robust,Range+pct_Range+RSI+pct_RSI,4,0.05188567509760946,-2169.808636942178,,,,1.0
HierarchicalHMM_1factors_robust_Range+fg+pct_fg+RSI_489,HierarchicalHMM,robust,Range+fg+pct_fg+RSI,4,0.051582256328542846,-1949.3836846310287,,,,1.0
HierarchicalHMM_1factors_robust_Returns+fg+pct_fg+RSI_459,HierarchicalHMM,robust,Returns+fg+pct_fg+RSI,4,0.05118119897660186,-2077.5550794819414,,,,1.0
HierarchicalHMM_2factors_robust_pct_Range+fg+pct_fg+RSI_502,HierarchicalHMM,robust,pct_Range+fg+pct_fg+RSI,4,0.05073359393406462,-3679.809739622871,,,,2.0
RollingHMM_none_Returns+fg+pct_fg+RSI_79,RollingHMM,none,Returns+fg+pct_fg+RSI,4,0.05060760976949408,-2965.4994017021195,730.0,21.0,,
HierarchicalHMM_2factors_robust_Returns+Range+RSI+pct_RSI_439,HierarchicalHMM,robust,Returns+Range+RSI+pct_RSI,4,0.049297942224916916,-4071.301060425983,,,,2.0
HierarchicalHMM_2factors_none_pct_Range+pct_fg+pct_RSI_80,HierarchicalHMM,none,pct_Range+pct_fg+pct_RSI,3,0.04891870032654303,-4101.155688313973,,,,2.0
HierarchicalHMM_2factors_robust_Returns+Range+fg+RSI_427,HierarchicalHMM,robust,Returns+Range+fg+RSI,4,0.04850496442480693,-4219.548920966623,,,,2.0
GMMHMM_none_pct_Range+pct_fg_19,GMMHMM,none,pct_Range+pct_fg,2,0.04828228263703425,-5635.669707868209,,,3.0,
